Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Motorcycle,66919,Poor,2,1,Electric,Automatic,800,71344,2023-09-08,2024-06-19,First,8142,3,1,12.751200051015688,New,Worn Out,Weak,1
SUV,46572,Good,4,4,Diesel,Manual,1000,11999,2023-05-31,2025-02-13,First,12295,7,3,14.454247157482577,New,Worn Out,New,1
Bus,61767,Good,0,9,Diesel,Manual,2500,146751,2023-05-17,2026-03-22,Second,6406,1,2,13.510395660750243,New,New,Weak,1
SUV,46961,Good,3,3,Diesel,Automatic,2000,29921,2023-12-19,2026-02-21,First,14159,10,2,13.590882734089293,Good,Worn Out,Weak,1
Car,34265,Average,5,9,Diesel,Automatic,2500,78849,2024-02-19,2024-10-11,First,7350,4,2,15.636856900619456,Good,Worn Out,Weak,1
SUV,56822,Good,3,8,Electric,Automatic,2500,61851,2023-11-10,2025-08-18,Third,19483,7,3,18.256363914875017,New,Good,Weak,1
Motorcycle,47849,Average,3,7,Petrol,Manual,800,49968,2023-05-03,2025-03-13,Third,10401,7,3,14.755378238215226,New,Worn Out,Weak,1
Car,31812,Good,3,4,Petrol,Manual,800,51395,2023-07-23,2025-05-16,Second,8527,3,3,16.55546470602723,Good,Good,New,0
Truck,57664,Good,1,9,Electric,Automatic,2000,113094,2024-02-19,2025-02-20,Second,19047,5,1,13.166552777251765,Worn Out,Worn Out,Weak,1
Bus,41648,Good,0,4,Diesel,Automatic,800,54184,2023-08-26,2024-09-26,Third,18972,6,1,15.382342535547606,Good,New,New,0
Van,33720,Good,4,9,Electric,Automatic,800,125433,2023-07-31,2025-01-07,First,26891,7,2,14.001634618917357,Good,New,Weak,1
Car,35385,Average,5,1,Petrol,Manual,2500,99206,2023-12-29,2024-10-24,Third,24828,5,1,13.171634602464815,New,New,New,1
SUV,39278,Good,0,8,Electric,Automatic,800,21689,2023-08-08,2024-09-15,Third,18329,4,2,18.151269087492835,Good,Worn Out,New,1
Motorcycle,69134,Good,3,2,Petrol,Manual,800,105909,2023-10-18,2025-03-22,First,13055,1,0,17.05007855295549,Worn Out,Worn Out,Weak,1
Car,75559,Good,3,1,Diesel,Manual,1500,45691,2023-05-29,2025-11-12,Third,22893,2,3,16.067859957710645,Worn Out,Good,New,0
SUV,61659,Good,3,10,Diesel,Manual,2500,48651,2023-05-16,2025-07-12,First,7438,5,2,13.287522099802239,Good,Worn Out,Good,1
SUV,54008,Poor,5,1,Petrol,Automatic,2500,84750,2023-05-30,2025-09-03,Third,8852,1,0,11.345493032268866,Good,New,Good,1
SUV,54767,Poor,5,1,Electric,Manual,800,79653,2023-10-27,2025-06-25,Third,8348,6,1,18.22224501301352,New,Worn Out,New,1
Car,48837,Good,2,4,Electric,Manual,1500,39974,2023-06-12,2024-07-20,Second,28067,6,2,19.132520247327584,New,New,Weak,1
Bus,46124,Poor,0,5,Petrol,Manual,1000,133690,2023-07-19,2024-06-11,Third,15118,5,3,17.480542526825477,New,Worn Out,New,1
Motorcycle,56240,Poor,2,3,Petrol,Manual,1500,1731,2023-06-19,2025-04-21,Third,29082,2,0,12.825810806347576,New,New,Good,1
Van,56636,Poor,4,10,Electric,Manual,800,77305,2023-04-02,2026-01-19,First,24397,2,2,18.891115467592577,Worn Out,Good,New,1
SUV,38850,Poor,5,9,Electric,Automatic,1500,27244,2023-07-28,2026-03-09,Third,17807,3,1,16.012582336613303,Worn Out,Good,New,1
Van,52341,Good,4,9,Petrol,Automatic,800,80876,2024-02-14,2024-08-31,Third,9114,8,2,15.4144888170302,Worn Out,Good,Weak,1
Truck,37534,Average,3,2,Diesel,Automatic,800,49599,2023-07-17,2024-07-17,First,5628,9,1,15.564491634636806,Good,New,New,1
Van,51179,Average,0,1,Electric,Manual,1000,50801,2023-12-11,2025-03-05,First,21258,10,2,16.641505733241537,New,Worn Out,Weak,1
Van,48656,Poor,3,6,Diesel,Manual,1000,143695,2024-02-21,2025-12-02,Second,28078,3,3,10.496839326209425,Good,New,Good,1
Motorcycle,48379,Average,4,6,Petrol,Manual,800,77123,2023-08-12,2025-01-31,First,7285,4,2,13.426046168642976,Worn Out,Good,Good,1
Truck,78334,Poor,2,10,Diesel,Automatic,2500,131256,2023-08-05,2024-05-09,Third,18110,8,1,10.844841879330556,New,Good,Good,1
Bus,44543,Average,5,9,Diesel,Automatic,800,22433,2023-06-15,2025-07-30,Third,5824,4,1,17.662559529993835,Good,Worn Out,Weak,1
Car,33551,Average,2,10,Petrol,Manual,800,94870,2023-10-06,2024-08-13,First,14028,9,0,10.722550443123831,Good,Good,Good,0
Motorcycle,62227,Good,3,3,Petrol,Automatic,1000,85146,2023-07-12,2025-10-24,Third,12438,5,1,17.400276889314267,New,Good,New,0
SUV,77215,Average,4,2,Petrol,Manual,2500,88402,2023-07-20,2025-04-18,First,28357,3,0,12.1441138389001,Worn Out,Good,Weak,1
Bus,44427,Poor,3,7,Electric,Manual,2500,56062,2024-02-21,2024-06-20,Third,16156,10,3,15.695001758496073,Worn Out,Worn Out,Weak,1
Bus,45379,Good,3,9,Diesel,Manual,2500,127600,2023-04-11,2024-10-25,First,12485,9,3,19.429081836643974,Good,Good,Good,1
Van,51540,Good,0,9,Diesel,Manual,1000,31455,2024-01-25,2025-08-24,First,18962,4,3,14.749605302169293,Worn Out,Worn Out,Weak,1
SUV,64501,Average,5,10,Diesel,Manual,2000,118680,2023-11-01,2026-02-13,Second,5487,3,3,13.435084435295146,Worn Out,Good,Weak,1
Bus,70481,Good,3,6,Petrol,Automatic,2500,7661,2023-04-07,2024-10-02,First,11245,10,2,12.190049049740113,Worn Out,Worn Out,Good,1
Car,70728,Good,1,8,Diesel,Manual,1500,21016,2023-04-11,2024-08-18,Second,9246,7,0,13.925366043952742,Worn Out,Worn Out,New,1
Car,41427,Good,4,5,Diesel,Manual,2000,57486,2023-05-15,2025-02-06,First,5467,4,3,14.713507312551153,Good,Good,New,1
Bus,55640,Good,4,9,Petrol,Automatic,1000,120690,2023-11-13,2024-10-20,First,28822,4,0,12.422599138223228,New,Worn Out,New,1
SUV,74776,Poor,5,8,Electric,Automatic,800,141556,2023-05-06,2025-02-28,Third,11601,8,1,11.478169292552941,Worn Out,New,Good,1
Car,51627,Good,0,7,Petrol,Automatic,2000,71459,2023-12-05,2024-05-29,Second,15323,1,2,19.879044578662487,Good,New,New,0
Bus,53957,Average,0,10,Electric,Manual,800,29198,2023-12-12,2025-07-22,Second,5977,4,2,19.292777360434194,Good,Worn Out,New,1
Motorcycle,46834,Average,5,3,Diesel,Automatic,1500,134339,2023-10-01,2025-09-20,Second,28638,4,2,10.623272404818874,Worn Out,Good,New,1
Van,60842,Good,4,5,Diesel,Automatic,800,119713,2023-08-29,2024-06-22,Second,9172,3,3,13.72144040897851,Good,Worn Out,Weak,1
Motorcycle,64419,Average,0,6,Petrol,Manual,2000,30753,2024-01-18,2025-12-30,Second,18089,9,2,18.99837566766859,New,New,New,1
Car,61620,Good,1,8,Diesel,Manual,1000,8356,2023-10-01,2025-08-16,First,9644,3,2,11.820863758887363,Good,Good,Weak,1
Bus,79545,Poor,3,7,Electric,Manual,2500,12794,2023-11-27,2025-07-06,First,20069,3,3,13.53753736845609,Good,New,New,1
Bus,78258,Good,4,9,Petrol,Manual,2500,68127,2023-04-11,2024-06-21,First,23518,3,0,16.35121243628928,Worn Out,Good,New,1
Van,68942,Average,2,7,Diesel,Manual,800,98254,2023-05-06,2025-04-28,First,20615,3,0,16.484076674701896,New,New,Good,0
Van,37765,Good,0,4,Petrol,Automatic,2500,94337,2023-08-01,2024-12-13,First,13406,5,0,12.264214170711771,New,Worn Out,Good,1
Truck,72750,Poor,4,9,Diesel,Automatic,800,86165,2023-08-19,2025-03-10,First,16500,4,2,14.352569372926869,Worn Out,Good,New,1
Van,58052,Good,3,6,Diesel,Manual,800,33130,2023-08-03,2026-01-01,Second,20808,6,0,15.235770191849713,New,Worn Out,Good,1
Motorcycle,78937,Poor,2,4,Petrol,Automatic,800,60589,2023-07-07,2024-07-29,First,7736,5,3,12.412087749568437,New,Good,Weak,1
SUV,57456,Poor,4,3,Diesel,Manual,800,52550,2023-08-27,2025-03-02,Second,14426,6,2,18.806163016714045,New,Worn Out,Weak,1
Motorcycle,73123,Poor,5,4,Electric,Manual,1000,81176,2023-09-24,2025-04-29,Third,8134,3,2,16.656109015791344,Good,New,Good,1
Van,77642,Good,5,7,Electric,Manual,1000,44365,2024-01-30,2024-10-22,Third,5773,8,0,19.936556275921642,Worn Out,New,Good,1
Motorcycle,33592,Poor,3,7,Petrol,Automatic,1000,39836,2023-12-06,2026-01-13,First,22838,1,1,16.286115670305747,New,Worn Out,New,1
Motorcycle,42808,Average,5,9,Electric,Automatic,1000,103380,2023-07-02,2024-10-12,Second,8186,6,2,10.530259871058359,Worn Out,Good,Weak,1
SUV,63444,Poor,4,1,Diesel,Manual,2500,137978,2023-06-06,2025-02-26,First,26057,8,3,11.450002240151157,Worn Out,New,New,1
Motorcycle,46895,Poor,1,7,Electric,Manual,1500,83024,2023-07-05,2025-04-19,Third,25869,3,1,13.62046115216944,Worn Out,New,Weak,1
Motorcycle,47836,Average,5,7,Diesel,Automatic,2000,118862,2023-07-14,2024-10-09,First,19858,6,3,18.983188984195827,New,New,Good,1
SUV,40312,Average,5,1,Electric,Manual,1000,148884,2023-06-29,2024-12-10,Second,5415,1,2,13.475819099878818,Good,New,Good,1
Truck,61990,Poor,0,9,Electric,Automatic,1500,70057,2023-11-28,2024-12-13,Second,10254,8,3,13.857051803915184,New,New,Good,1
Bus,55875,Good,4,6,Electric,Manual,800,12916,2023-06-30,2024-11-29,First,27210,5,0,14.344088980285314,Good,Worn Out,Weak,1
Truck,42131,Average,2,3,Diesel,Manual,1500,18447,2023-05-01,2025-08-13,Third,29575,8,2,12.735147796395765,Worn Out,Good,Weak,1
Motorcycle,46021,Good,3,3,Diesel,Manual,2500,119550,2023-08-10,2025-11-06,First,14174,7,3,17.668281702287672,Worn Out,Worn Out,Weak,1
Car,59033,Average,5,5,Diesel,Manual,800,92131,2023-04-10,2025-06-25,Third,23404,10,2,10.376570521722506,Good,Worn Out,Good,1
Motorcycle,43627,Average,0,9,Petrol,Automatic,2000,21864,2023-11-19,2026-02-08,Third,10348,10,3,14.577691237732413,Worn Out,New,Weak,1
Car,75990,Good,3,4,Petrol,Manual,1000,110896,2023-09-28,2024-06-02,Third,12439,4,2,18.76374665308186,Worn Out,Worn Out,New,1
Van,50358,Average,3,5,Diesel,Manual,2500,60814,2024-02-15,2025-02-07,First,9651,2,2,17.867974532857232,Good,New,New,1
Car,41529,Good,4,4,Electric,Automatic,2000,53109,2023-11-03,2025-06-20,Third,18236,9,2,11.398241426625123,New,Good,Weak,1
Motorcycle,34540,Average,0,2,Electric,Manual,1000,51975,2023-07-19,2025-02-07,Third,21830,9,3,13.91316587821489,Good,Good,New,1
Bus,42536,Good,0,3,Petrol,Manual,2000,143286,2023-05-01,2025-10-28,Third,18135,1,0,13.09935446661088,New,Worn Out,Weak,1
Bus,67300,Average,5,6,Petrol,Manual,1500,87160,2023-12-14,2025-06-06,Second,23190,8,2,16.64669831581106,Worn Out,Worn Out,Good,1
Car,65603,Poor,1,9,Electric,Automatic,2000,17035,2023-11-17,2025-11-05,Third,8489,1,1,18.208330776736325,Good,Good,Good,0
Truck,78000,Poor,3,1,Diesel,Automatic,1000,22521,2023-07-25,2025-09-06,Second,20963,10,0,11.55974579488823,Worn Out,New,Good,1
Bus,43118,Poor,0,3,Electric,Manual,800,42160,2024-01-06,2025-10-29,First,10442,5,3,13.402091652894757,Good,Worn Out,New,1
Truck,54862,Good,2,5,Diesel,Manual,800,55100,2023-06-23,2025-03-23,First,23093,2,1,13.460049400583305,Good,Good,Good,0
SUV,78285,Average,5,6,Electric,Automatic,1500,8670,2023-09-29,2024-09-15,First,7069,10,0,15.504125696571089,New,Good,Weak,1
Car,57209,Average,3,2,Electric,Manual,2000,47168,2023-04-17,2024-10-20,Third,25081,7,0,15.473631414391011,Good,Good,New,1
Motorcycle,45231,Poor,0,7,Electric,Automatic,1500,21263,2024-01-06,2025-09-03,First,27744,3,3,17.597253604294025,New,New,Weak,1
SUV,52826,Average,2,6,Electric,Manual,1000,106673,2023-05-21,2025-08-31,Second,22505,7,1,16.15164942665427,Good,New,Weak,1
Van,53453,Good,2,3,Electric,Manual,2000,74558,2023-05-23,2024-08-02,Second,14993,9,0,16.818105285396896,Worn Out,New,Weak,1
Car,33584,Poor,0,5,Diesel,Automatic,1500,4923,2024-01-21,2025-08-12,Second,9180,10,2,16.08420888696143,New,Good,Good,1
Truck,68259,Poor,0,1,Petrol,Automatic,1000,31299,2023-05-11,2025-08-31,First,16433,4,3,17.43140342249273,New,Good,New,0
Truck,62019,Good,0,9,Petrol,Manual,2500,95590,2023-09-22,2025-03-16,First,13813,3,1,13.449813613821977,New,New,New,0
Van,49999,Good,2,4,Electric,Manual,1000,107322,2023-07-19,2026-02-20,Second,11704,2,2,15.306381531499923,Worn Out,Good,Weak,1
Motorcycle,46834,Poor,5,6,Diesel,Manual,800,134626,2023-09-16,2025-06-06,Third,12886,8,0,12.823059320447365,Good,Worn Out,New,1
Car,55712,Good,3,1,Electric,Manual,2500,53090,2024-02-24,2024-08-15,Third,24576,10,3,16.591118753228066,Worn Out,Worn Out,New,1
Bus,79896,Average,1,7,Diesel,Manual,1500,67729,2023-07-26,2025-08-13,Third,29887,8,3,15.471112340525732,Good,New,New,1
Truck,58853,Poor,1,6,Diesel,Automatic,2500,94376,2023-04-24,2025-03-06,First,29465,4,1,16.46579609276956,New,Good,Good,0
Motorcycle,63949,Poor,2,2,Electric,Automatic,2000,15115,2023-08-17,2025-03-10,First,10107,8,2,10.513671686160617,Worn Out,Worn Out,Weak,1
SUV,65949,Average,4,6,Petrol,Manual,1500,134228,2023-04-26,2025-04-21,First,17177,2,2,19.701858021014033,Worn Out,Worn Out,New,1
SUV,46412,Good,5,2,Electric,Manual,2500,9864,2023-10-07,2025-01-08,Second,20978,7,0,10.684921026108974,Good,Good,Weak,1
Van,54362,Good,1,1,Electric,Automatic,1500,25420,2023-05-23,2025-04-18,First,15462,1,2,14.210815057148743,New,New,Weak,1
SUV,55439,Poor,2,8,Diesel,Automatic,800,43642,2023-08-16,2026-03-20,First,24098,8,3,12.310947139596363,New,Good,Good,1
Car,67513,Poor,1,3,Electric,Automatic,2500,13910,2023-09-30,2024-06-04,Third,25737,2,0,17.072887993270687,Good,New,New,0
Motorcycle,37206,Good,4,8,Diesel,Manual,1500,74526,2023-06-12,2025-12-12,Third,28476,10,0,19.849107107433568,Good,New,Good,1
Bus,48276,Good,3,2,Electric,Manual,1000,114624,2023-09-17,2025-12-23,Second,10705,2,1,12.775077330160311,Worn Out,New,Weak,1
Motorcycle,68100,Average,4,5,Diesel,Manual,2000,80725,2023-04-12,2024-05-30,First,20715,4,0,12.53140275697937,Good,New,Weak,1
Motorcycle,31635,Good,5,6,Electric,Automatic,1000,128489,2023-10-24,2024-08-18,First,7521,1,3,15.34334574303283,Worn Out,Worn Out,New,1
Motorcycle,50305,Average,4,2,Diesel,Automatic,2500,131729,2024-01-04,2024-11-28,Third,20738,1,0,15.412168080971252,New,Worn Out,Weak,1
Bus,37760,Average,5,10,Electric,Automatic,1000,139776,2023-12-02,2024-12-04,Second,21369,8,2,12.347028217491763,New,Good,Weak,1
Bus,50151,Average,2,7,Petrol,Manual,1000,126350,2024-02-20,2025-07-16,First,18601,6,2,19.368946633407173,Worn Out,Worn Out,Good,1
Bus,51842,Average,4,5,Diesel,Automatic,1500,48929,2023-08-08,2025-07-08,First,5440,2,1,13.097118995100535,New,Good,New,1
Motorcycle,72816,Good,5,4,Diesel,Manual,2500,92715,2024-02-28,2024-08-09,Third,26772,10,1,17.670110081552398,Good,Good,New,1
Motorcycle,53211,Good,0,1,Electric,Automatic,2500,82862,2023-07-28,2024-07-01,First,12892,1,1,17.121505426275288,Good,New,Good,0
SUV,77144,Poor,5,1,Diesel,Manual,1000,16037,2023-05-03,2025-05-17,Second,14967,7,2,17.72398057833973,New,Good,Good,1
Truck,61255,Good,4,6,Petrol,Manual,2000,127781,2023-08-29,2025-03-14,Third,13516,6,2,11.552489318053606,New,Good,Weak,1
Motorcycle,35351,Average,4,3,Electric,Automatic,1000,81052,2024-02-21,2025-05-02,Third,21434,4,2,13.77832554490859,New,Worn Out,Weak,1
Bus,39119,Poor,1,1,Petrol,Manual,2500,44388,2023-11-14,2024-09-09,Second,14129,9,2,18.702019256096293,Worn Out,Worn Out,Good,1
Van,61758,Average,5,6,Electric,Automatic,1000,7112,2023-11-12,2025-05-19,Third,10093,4,0,17.116209111227207,New,Good,New,1
Motorcycle,63631,Good,5,3,Petrol,Automatic,1000,125499,2024-01-19,2025-02-10,Third,24388,5,0,10.743450491919976,Worn Out,New,Weak,1
Truck,75752,Poor,2,10,Diesel,Manual,2500,88468,2024-01-26,2024-09-13,Third,6635,3,1,15.928008308305088,Worn Out,Worn Out,Weak,1
Bus,62044,Poor,4,4,Petrol,Automatic,800,11469,2023-06-01,2025-04-10,Second,12853,4,2,14.517894173510538,New,Good,New,1
Bus,48911,Good,0,1,Electric,Automatic,2500,27732,2023-05-23,2024-05-24,Second,9685,3,2,12.569316418431821,Worn Out,New,New,0
SUV,36228,Poor,4,1,Diesel,Manual,1500,70852,2023-05-09,2024-10-04,Second,10992,9,0,17.409145549582377,Good,Good,New,1
Bus,79217,Poor,5,4,Electric,Automatic,800,70798,2023-10-18,2026-03-17,Second,26992,9,3,19.164193336290815,New,Worn Out,New,1
Bus,79337,Average,2,1,Electric,Automatic,800,40379,2023-09-11,2025-07-24,Second,26493,3,0,14.859213405602693,Worn Out,Worn Out,Weak,1
Motorcycle,70767,Poor,5,1,Diesel,Manual,2000,67464,2023-11-30,2025-03-21,Third,5338,6,1,17.090030004241175,Worn Out,New,New,1
SUV,35663,Good,1,9,Diesel,Automatic,1000,21412,2023-09-12,2025-09-30,First,29809,4,1,11.326415637698915,Good,Worn Out,Good,1
SUV,39809,Poor,1,3,Electric,Automatic,2500,85426,2023-08-27,2025-01-15,Third,24003,4,3,18.382122768007193,Good,New,Weak,1
Van,34109,Average,2,9,Petrol,Automatic,2500,127381,2024-01-31,2024-04-28,First,8208,2,2,16.136914660218018,Worn Out,Worn Out,New,1
SUV,30580,Good,0,2,Diesel,Automatic,800,24800,2023-07-29,2025-04-01,First,19759,2,3,10.091098940161915,Good,Good,Good,0
SUV,32866,Good,3,5,Electric,Manual,1000,149375,2023-04-13,2025-05-16,Third,5038,10,2,12.377475800538013,New,Good,Good,1
Bus,75767,Average,1,8,Diesel,Manual,1000,126299,2023-12-24,2025-08-06,First,17884,4,1,13.93172798620775,New,Worn Out,Good,1
Bus,60583,Average,0,2,Petrol,Automatic,1000,144677,2023-05-21,2025-10-27,Second,22994,9,2,15.741682468244878,New,Worn Out,Good,1
Car,33291,Poor,3,6,Petrol,Automatic,2500,4772,2023-10-13,2024-12-30,First,29710,5,1,15.991259618335754,Good,Good,Good,1
Van,64843,Good,4,1,Diesel,Automatic,1000,33928,2023-05-08,2024-12-14,First,6180,3,2,12.470260869255736,New,New,Weak,1
Truck,42096,Good,1,6,Diesel,Automatic,1500,55486,2023-12-21,2025-05-17,Second,16167,8,1,17.3769202537061,Good,New,Weak,1
Van,59007,Average,0,4,Diesel,Manual,2500,127365,2023-06-26,2024-08-28,First,12637,6,2,11.340718263213557,New,Worn Out,Good,1
Motorcycle,34821,Poor,1,3,Diesel,Automatic,2500,27949,2023-07-20,2024-05-27,Second,6640,1,0,14.887208503086354,Good,Worn Out,Good,1
Motorcycle,72572,Average,2,5,Petrol,Manual,2500,39955,2023-08-02,2025-05-19,Third,29337,2,0,16.21146659787402,Good,Good,Good,0
SUV,45293,Average,5,5,Electric,Manual,2500,12593,2023-09-28,2025-05-31,Second,9207,10,1,15.335621662491386,Worn Out,Worn Out,New,1
Motorcycle,60295,Poor,5,8,Diesel,Manual,800,107399,2023-05-01,2025-05-10,Second,26815,6,3,19.911358401698088,Worn Out,New,New,1
Van,57609,Average,4,7,Electric,Manual,800,149098,2023-06-22,2024-05-23,Third,17853,5,0,19.637082461577556,New,Worn Out,Weak,1
Bus,49228,Good,0,4,Diesel,Automatic,1000,141905,2023-05-09,2025-09-04,Second,12785,7,2,11.157243075459961,New,New,Weak,1
Bus,56925,Good,3,4,Diesel,Manual,2500,29388,2023-07-30,2025-05-05,Third,5539,8,2,16.36873301930863,New,Good,Good,1
Car,63824,Average,3,10,Petrol,Automatic,1500,146244,2023-11-04,2025-06-11,First,6007,2,1,19.68229900052672,Worn Out,New,Weak,1
Bus,37671,Poor,2,9,Petrol,Automatic,1000,17208,2023-08-09,2026-01-09,Second,14362,4,2,11.72629129650626,New,New,New,1
Truck,54875,Good,1,6,Diesel,Automatic,1000,134417,2023-09-26,2024-11-09,Second,19670,9,1,14.95895870513215,Worn Out,Worn Out,Weak,1
SUV,45169,Average,1,3,Petrol,Automatic,2500,41677,2023-05-22,2025-01-04,First,16658,7,3,17.192835303608938,New,Worn Out,New,1
Truck,67971,Good,4,1,Diesel,Automatic,2500,24760,2024-02-20,2024-11-06,First,26629,5,0,18.46070627052055,Worn Out,Worn Out,Weak,1
SUV,60898,Poor,0,10,Diesel,Manual,800,71129,2023-10-20,2024-10-15,First,24785,1,2,19.96714739509525,New,Good,Weak,1
Bus,70951,Average,3,1,Petrol,Automatic,2500,56387,2023-07-10,2025-12-04,First,5305,5,2,18.248443489330384,New,Good,New,1
SUV,44940,Good,1,2,Petrol,Manual,2500,38854,2024-01-29,2025-01-18,Second,19373,7,0,16.99617706730642,Good,Good,New,0
Van,41607,Average,4,9,Diesel,Automatic,2000,33689,2023-09-28,2025-02-12,Third,10948,1,1,15.958148250585289,Worn Out,Good,Weak,1
Van,34082,Average,4,8,Petrol,Automatic,2000,121283,2023-10-27,2025-05-03,First,8719,4,3,16.207589915328104,Good,New,New,1
Van,66534,Good,5,7,Petrol,Manual,800,67474,2023-05-21,2025-09-13,Second,15428,6,3,17.73978278197127,Good,Good,Good,1
Van,32150,Average,4,4,Electric,Manual,800,5569,2023-10-01,2025-11-25,Second,23232,3,3,18.768256057229287,New,Worn Out,Good,1
Car,62932,Poor,1,5,Electric,Automatic,1500,58874,2023-04-03,2026-01-26,First,8258,10,3,14.333697764189699,Worn Out,Good,New,1
Van,31452,Poor,0,9,Diesel,Automatic,2500,109837,2023-11-08,2025-04-11,Second,20191,6,1,19.850994248611745,New,New,New,0
Truck,60270,Good,0,5,Electric,Manual,800,1115,2023-08-26,2026-02-09,Third,28145,7,1,14.105182357138208,Worn Out,New,Weak,1
Motorcycle,32310,Good,4,10,Petrol,Manual,800,28591,2023-08-14,2026-02-08,Second,9004,5,3,10.569324147171704,New,Good,New,1
Motorcycle,41351,Good,2,7,Electric,Automatic,1500,90507,2023-09-27,2025-12-13,Third,6038,7,3,13.497937071755667,New,New,Good,0
SUV,58886,Average,4,2,Diesel,Manual,2000,1685,2023-09-11,2024-10-26,First,15178,5,0,13.117554662164956,Good,New,Weak,1
Car,63488,Poor,5,5,Diesel,Manual,1000,77292,2024-02-18,2024-09-17,Third,23437,9,2,16.513191514926664,Good,Good,Good,1
SUV,34464,Poor,1,9,Diesel,Automatic,1000,63183,2024-02-14,2025-07-19,Second,5939,7,2,18.454474155755605,Worn Out,Good,New,0
Van,44584,Good,5,8,Diesel,Manual,2000,34189,2023-04-06,2025-07-17,Second,13526,5,2,13.08999079801869,New,Good,Good,1
Van,50677,Poor,3,6,Petrol,Manual,800,77060,2023-12-05,2025-03-29,First,18513,1,2,12.086143417333997,Worn Out,Worn Out,New,1
Truck,56762,Good,3,3,Diesel,Automatic,800,73646,2023-06-23,2024-06-27,Third,22434,5,3,15.2507369983627,New,New,New,0
Van,54801,Good,0,8,Diesel,Automatic,1000,43737,2024-01-12,2024-09-28,Third,29267,7,0,13.384587006351943,Worn Out,Good,New,0
Van,36176,Poor,3,7,Petrol,Automatic,2500,121695,2023-10-23,2025-10-01,Third,20344,7,3,15.933546558757028,Worn Out,New,New,1
Motorcycle,49742,Good,2,10,Electric,Automatic,1500,8208,2023-09-23,2024-08-26,First,16179,6,0,12.133260790321135,Worn Out,New,New,0
Truck,55936,Average,5,1,Diesel,Manual,2500,125902,2023-11-10,2025-01-12,Second,8847,6,1,13.365180784457513,Good,Worn Out,New,1
Truck,71183,Good,3,4,Petrol,Automatic,2000,78721,2023-06-09,2026-03-03,Second,18075,10,1,17.929224598834622,Worn Out,Worn Out,Weak,1
SUV,48538,Average,1,9,Diesel,Automatic,1000,141239,2024-01-29,2025-10-27,Second,13624,8,0,14.938176978775425,Good,Worn Out,New,1
Motorcycle,79073,Poor,4,10,Diesel,Manual,800,33988,2024-01-04,2025-07-07,First,23818,4,1,11.290358577166026,Good,Worn Out,New,1
Van,63253,Average,3,7,Diesel,Manual,2000,40289,2023-04-09,2025-03-26,Second,8847,5,3,13.134873986836944,Worn Out,New,Weak,1
Truck,38505,Poor,2,9,Diesel,Automatic,2000,142640,2023-05-09,2025-09-21,First,15346,1,0,14.21194535956721,Good,Worn Out,Weak,1
Motorcycle,54735,Good,5,7,Petrol,Automatic,800,51043,2023-09-02,2024-12-25,Third,20118,8,2,16.875571424326697,Good,New,Weak,1
Van,59436,Average,0,3,Electric,Automatic,1500,50755,2023-04-30,2025-12-03,Second,14079,7,1,18.745925304832696,Good,Worn Out,Good,1
Car,31151,Poor,5,1,Petrol,Manual,1500,61948,2023-11-02,2025-01-27,Third,12449,8,2,10.91454318532658,Worn Out,Good,Weak,1
